what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817132253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817138424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817138974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817148734
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467817150985
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1467817152915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817153452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817155217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817182148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817224282
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1467817225839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817227848
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1467817231184
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1467817231196
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1467817231386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817238498
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1467817238508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817244794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817251485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817254593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817318184
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1467817319116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817320869
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1467817321016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817383444
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1467817383452
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467817384658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817387116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817387391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817389688
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467817393153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817421616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817424378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817425811
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817427451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817527214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817530052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817543498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817544314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817544752
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817550998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817600626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817650384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817651454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817663929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817688334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817688349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817701496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817723638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817728062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817744881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817744950
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1467817819576
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1467817821847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817829742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817867308
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467817867359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817868712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817872015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817874367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817875852
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467817875921
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1467817887621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817903287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817904571
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467817905004
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1467817912307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817915497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817916882
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1467817918299
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467817945180
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467817946165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817952927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817969824
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467817969876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467817991409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818175923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818182334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818223255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1467818223271
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1467818226059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818271456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818273396
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1467818273412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1467818273412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818277248
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467818289736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467818290969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818297833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1467818297833
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818302892
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818302908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1467818308583
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1467818309669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818313307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818325638
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1467818330346
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1467818330384
opened,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1467818345034
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1467818346670
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1467818346723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818414324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467818416925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818423231
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818423916
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818423947
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818427536
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467818432912
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818434143
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818446344
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818446359
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818455970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467818458217
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818459403
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818462022
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818472699
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818479807
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467818487916
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818488901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467818492171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1467818499775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467818527098
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818527821
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467818533310
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818547061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467818550732
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818551764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467818563858
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818582480
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1467818585565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818587016
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818594040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818594125
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1467818594140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1467818594140
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818595980
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818603888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467818610069
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818613339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467818617428
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818624604
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818634970
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818637559
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818639175
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1467818643510
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818661409
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818667351
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818667367
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818671132
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818675003
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818696126
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467818698885
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818699785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467818704189
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818705722
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818711593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467818725271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1467818726110
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1467818735600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467818736655
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1467818748800
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818751541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818753922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818753991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818768065
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467818769251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818789707
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818793563
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818795480
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818795497
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467818797529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1467818798826
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1467818880727
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467818903821
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467818905036
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467818943986
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467818945727
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1467818963315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818987349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467818987405
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467818997381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467818999308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1467819003937
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1467819006258
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1467819156524
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1467819177213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467819178022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467819198619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467819201115
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1467819212311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467819226510
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1467819255720
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467819281454
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1467819291765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467819296569
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467819297644
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467819340513
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1467819342023
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467819343749
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467819344389
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1467819345598
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1467819346836
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467819354870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467819363433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467819363482
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467819364678
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467819366517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467819374339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467819374393
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467819380893
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1467819397931
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467819400466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1467819404519
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467819405403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467819409156
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1467819410939
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467819411604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1467819412500
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1467819413140
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467819434425
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467819436726
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1467819440057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467819445293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467819445384
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467819446522
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467819455365
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467819464792
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1467819471570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467819475879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467819476681
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1467819476708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467819478179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467819478252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467819521751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467819521861
